DSM_Qvec	DSM_Int	DSM_Error
0.000118545368749349	13207280.73330024	277765.4265010218
0.000126607648235951	9164293.458511759	413194.531330812
0.000134520626250554	6453925.613249367	389241.9918251629
0.0001428815086810494	4799669.999371081	289864.0745949221
0.0001512423911115139	3635144.896498344	197458.5320377572
0.0001599018764858888	2769455.141330602	138497.6423941164
0.0001688599648041684	2183564.343902245	102256.8670634784
0.0001779673545943762	1780044.293685199	77288.23532433341
0.0001872240458565076	1449999.219181642	58013.81451568061
0.0001967793400625264	1290568.864337244	40583.20625107201
0.0002067825386843925	1113405.372697889	26261.74119893626
0.0002167857373061944	977688.3342212103	17976.4210253632
0.00022708753887186	877412.4966853549	14966.49215013709
0.0002376879433813799	782602.6097379703	14529.42256924179
0.00024843764936278	727075.3968457623	13873.16393666698
0.0002596352597599769	634564.871910647	11349.72626453083
0.0002709821716290332	573642.6008694433	8050.669420556997
0.0002827769879138583	512386.4816879454	6148.387114069804
0.0002947211056705187	446864.6919756638	6027.615080646247
0.0003071131278429157	364918.9088887689	6535.425939074396
0.0003198037529590739	295170.0379226644	6727.046980234956
0.0003326436795470241	238119.3866181015	6185.92444702144
0.0003459315105506534	203382.1715239608	5023.987939517054
0.0003595179444979883	161637.880107168	3953.873611384609
0.0003734029813890075	126623.6759664429	3402.276369161693
0.0003877359226956313	99243.21945637715	3044.40644088202
0.0004023674669458878	79412.72293704697	2489.056392997505
0.0004174469156116882	66353.49621703591	1751.208972120007
0.0004328249672210621	56914.87071393937	1117.262903466566
0.0004486509232459109	48390.53328376675	811.9026144491359
0.0004647754822142654	39544.75132339025	750.1059587377608
0.0004813479455980163	33449.26506620672	691.9686630426096
0.0004983683133971164	28682.42935338558	559.8533065863633
0.0005158365856115158	24844.49882256603	432.5947828517434
0.0005337527622411608	21821.49953435737	356.1926526110882
0.0005521168432859943	18449.85664676591	301.8394946519965
0.0005709288287459554	16264.23382696106	248.08734488865
0.0005900394171490824	14073.98947289355	210.4276114610596
0.0006100458143828883	12094.6469780382	186.5320265581244
0.000630201513087821	10794.86535503945	155.4074195783517
0.0006509544176794758	9637.737322124436	125.4504560967248
0.0006723045281577508	8480.700741506218	113.0351272866179
0.0006942518445225373	7697.954596769183	111.2086288177996
0.0007166470653018603	6902.279485148435	107.9057914438876
0.0007396394919674697	6516.43277414308	100.0512770680644
0.000763079823047392	6200.766201781823	89.26641452881563
0.0007872666614851814	5665.882287823898	76.35361641980211
0.000811901404337014	5316.373771108248	62.40314340439733
0.0008374319560182064	4928.585663546018	51.4824291256794
0.000863410412113117	4651.644200126669	46.77236929995915
0.0008901353755651869	4346.836456656338	48.31788783469617
0.0009174575449024113	4116.495227107666	51.98922708962169
0.0009455262215963597	3798.974328726235	49.93645345933261
0.000974341405646781	3658.751645653998	41.02158877860143
0.001003753795581665	3538.45398890783	35.35763539585108
0.0010339126928725	3414.181588886949	39.47869517144699
0.001064967398990701	3229.395501256699	46.16695016968707
0.001096768612464205	3177.720256406106	46.7048035886959
0.001129465634764354	3000.359748334531	42.62021194814106
0.001162759862947408	2839.67195065952	38.46008006966751
0.001197099201427976	2798.1529142652	34.4077032393634
0.001232185047262285	2710.463109045878	30.65316510907207
0.00126816670192151	2579.569623699962	28.53588587983592
0.001305044165405131	2492.95508978647	27.29392653511285
0.001342966739184153	2474.64593252053	25.90223559033007
0.001381785121786386	2435.90890708729	24.38732102071255
0.001421499313211203	2339.059671875965	22.75849227816244
0.00146240791640091	2284.559866542871	21.87163422606494
0.001504212328411731	2234.067721996672	22.00868317522475
0.001547061850714343	2125.417790905116	21.10050647516101
0.001591105784779256	2062.692564879493	18.08219514898909
0.001636194829134077	2015.016389497517	14.77451484207496
0.001682328983777814	1987.095678064472	13.2937554414917
0.001729806851651981	1962.337339504893	14.44056970716534
0.001778329829812744	1945.046241728644	17.59605705726726
0.001828345822672526	1961.12824821668	21.21828264093982
0.00187925762434505	1940.148814601779	24.40434184117599
0.001931811742184677	1970.728080749632	27.81744409184116
0.001985410970305173	1945.610009281191	31.88845158130307
0.002040652514589082	1865.334752994812	34.04142511809066
0.002096939169150349	1902.597797465119	30.94534965681761
0.002154868139870889	1861.675612659763	24.10373016665013
0.00221414082380653	1859.281087182997	18.84606241992768
0.002275055823896558	1846.156921674446	18.29808391178402
0.002337463838667467	1863.80485364022	21.89808295171878
0.002401514169587136	1849.690315942614	26.80689205046916
0.00246705751518186	1780.518835348522	28.48596522011713
0.002534243176919031	1815.0369629242	24.76589355396134
0.002603220456265539	1795.035824184488	19.52095164286522
0.002673840051747085	1777.521940456477	17.45873751894992
0.002746400566300178	1726.596847313133	18.21187573378712
