DSM_Qvec	DSM_Int	DSM_Error
0.0001172016555015797	3434233.314220109	90910.29359453911
0.0001252639349881857	2574363.69055302	132939.4683305983
0.000133176913002793	2051783.167168421	123870.6413238033
0.0001415377954332933	1726846.161082763	95332.76964198952
0.0001498986778637628	1304369.593102812	71308.66943162715
0.0001585581632381433	915096.4881460229	53233.87410757782
0.0001675162515564291	700095.770129332	36742.8981385932
0.0001766236413466435	492254.9282929277	24444.54381826334
0.0001858803326087819	336424.7591527147	18266.19410774783
0.0001954356268148084	226833.9149332353	14722.32655008437
0.0002054388254366829	150143.6499731648	11161.00870569174
0.0002154420240584935	102709.1204816768	7751.376403799552
0.0002257438256241687	74658.43403841949	5021.234377763787
0.0002363442301336988	54779.18923921484	3139.531082222905
0.0002470939361151098	42503.64503940466	1985.703999828369
0.0002582915465123185	33396.12466562855	1282.065339983874
0.0002696384583813874	26906.05540977594	844.2686459564127
0.0002814332746662262	22156.4061018822	602.3980333025692
0.0002933773924229009	17575.99065664311	486.0362903809489
0.0003057694145953134	14458.42122110162	389.1566024563305
0.0003184600397114882	12522.91834152148	277.0522060126917
0.0003312999662994558	10653.33773647221	202.2012107999331
0.0003445877973031039	8905.446282028093	179.7563391728976
0.0003581742312504587	7830.05700570329	172.2435346709386
0.0003720592681414992	6680.66281308572	158.5619852316738
0.0003863922094481457	6139.251859410959	141.116698048651
0.0004010237536984263	5777.557059031847	126.4421626152856
0.0004161032023642525	5220.572166376825	113.0521605704367
0.0004314812539736536	5105.773298796792	94.70729580768312
0.0004473072099985314	4914.130720857427	75.56566852216665
0.0004634317689669167	4567.262570559856	63.37368799002338
0.0004800042323507002	4322.878335410829	57.16847032836999
0.0004970246001498351	4124.280466648863	51.26461152821402
0.0005144928723642715	4072.354197747141	42.87813951361592
0.0005324090489939557	3976.751962581978	35.80803176215572
0.0005507731300388308	3880.687055281149	34.97979125834532
0.0005695851154988358	3742.915466911216	40.52095269886716
0.0005886957039020092	3658.307572876654	51.65055287505053
0.0006087021011358651	3494.853339051678	65.33585048130831
0.0006288577998408499	3220.996460929464	70.28333613255572
0.0006496107044325603	3245.705719164199	58.69843182364188
0.0006709608149108943	3150.461237862668	39.93915866300297
0.0006929081312757431	3055.615572836736	27.44089737647972
0.000715303352055132	2993.995224109117	22.73228176530867
0.0007382957787208113	2950.434681701132	21.42296895187644
0.000761736109800807	2911.301055262588	21.54990834257326
0.0007859229482386746	2849.408500119428	22.49473985981666
0.0008105576910905895	2811.121465926733	24.38791217167098
0.0008360882427718696	2749.068505254489	28.45965709785922
0.0008620666988668724	2657.964490610267	34.36804886217663
0.0008887916623190402	2634.201211715937	38.24462451873251
0.0009161138316563676	2525.630948392708	36.52349392350082
0.0009441825083504249	2533.356167285875	31.95466220801814
0.0009729976924009617	2537.423304389834	30.62104061965771
0.001002410082335967	2494.458005292714	32.21694190564949
0.00103256897962693	2382.186724920329	30.71900186055439
0.001063623685745268	2365.788132534252	25.31471212267464
0.001095424899218915	2333.371227272363	22.60507780663656
0.001128121921519216	2299.970925203007	26.51797736271504
0.001161416149702429	2301.218955999235	32.98921839823098
0.001195755488183166	2208.213249595236	36.65677753331636
0.001230841334017653	2194.469564324765	36.23878822626675
0.001266822988677066	2110.421627007581	31.89868595683463
0.001303700452160884	2128.155960720134	24.58377854172824
0.001341623025940117	2113.596193201989	18.68049764261051
0.00138044140854257	2089.05169429539	19.12882300590164
0.001420155599967619	2061.348523671921	25.5421012571068
0.001461064203157572	2085.089948589675	32.43253135103247
0.001502868615168651	2015.966593629869	34.93721785217775
0.001545718137471537	2036.466082642733	32.10600791860538
0.001589762071536738	1985.327563603282	25.8226356517561
0.001634851115891863	2004.575973603177	19.78010879776714
0.001680985270535919	2022.689454918523	17.59895083618469
0.001728463138410425	2057.910569948968	19.29959444262011
0.001776986116571543	2056.041414606441	21.51645369820984
0.001827002109431701	2016.437361613093	21.66383090022061
0.001877913911104618	2036.653924406612	20.89253725024381
0.001930468028944664	2038.515425786458	22.08254858882197
0.001984067257065598	2060.972908093514	24.4629972389757
0.002039308801349971	2013.028405350279	24.16952379532891
0.002095595455911725	2030.759532514759	21.61889530101196
0.002153524426632779	2024.964405352642	22.08345964100491
0.00221279711056896	2024.486933030856	26.93564354711334
0.002273712110659559	1955.46829329095	30.49053495924416
0.002336120125431068	1979.157166165472	27.97952632480854
